event_year,count,mean,median,standard_deviation,minimum,maximum,q10,q25,q75,q90,q95,q99,iqr,mean_median_ratio
2016.0,26663,258.31188788458417,45.0,8516.19068225813,22.566666666666666,1039752.0833333334,29.7,30.0,360.0,360.0,360.0,360.0,330.0,5.740264175212982
2017.0,46452,130.6799825626453,44.43333333333333,1586.5495983515632,16.0,223586.46666666667,29.45,29.7,60.0,360.0,360.0,360.0,30.3,2.9410348663761137
2018.0,57578,163.23708534509709,29.8,13328.080745437657,13.883333333333333,2236405.75,29.366666666666667,29.616666666666667,44.766666666666666,240.0,360.0,360.0,15.149999999999999,5.477754541781781
2019.0,61852,80.71753352087781,59.6,580.2244126258291,10.333333333333334,109081.88333333333,29.4,29.8,89.46666666666667,136.34833333333336,237.09083333333328,287.35683333333304,59.66666666666667,1.3543210322294934
2020.0,75019,565.0900709598013,76.0,15625.930691922362,6.0,1578299.5666666667,29.733333333333334,45.25,126.03333333333333,226.0,400.5083333333326,926.9399999999974,80.78333333333333,7.435395670523701
2021.0,91941,935.0800482555842,89.86666666666666,20180.900384116525,2.5,728970.6,29.6,57.666666666666664,137.96666666666667,234.18333333333334,447.5,1062.6733333333468,80.30000000000001,10.405193415306947
2022.0,81695,298.4723777464961,79.41666666666667,9655.957192666192,4.0,527173.0,29.383333333333333,53.5,126.78333333333333,178.88666666666686,268.0,796.5529999999999,73.28333333333333,3.7583090587176837
2023.0,10637,133.62165084140264,95.0,347.38431484823093,5.5,22814.35,35.5,75.5,133.65,188.10666666666657,290.46666666666584,797.276,58.150000000000006,1.4065436930673962
